property_id,ward_id,ward_name,zone,lat,lng,address,pincode,property_type,area_sqm,detection_type,confidence,ndbi_delta,area_delta,ndvi_drop,osm_status,db_match,baseline_year,comparison_year,detected_at,status,estimated_annual_tax_inr,owner_name,s3_geojson_key
GVMC-002-0020,2,Madhurawada,Madhurawada,17.807935,83.37755,"D.No 45, Nagar Road, Madhurawada, Visakhapatnam - 530009",530009,Residential,245,change_of_use,0.64,0.65,0.53,0.49,0.43,0.49,2022,2024,2024-08-07T03:00:00Z,pending,9800,"Prasad Chowdary",mock/ward-2/GVMC-002-0020.json
GVMC-002-0021,2,Madhurawada,Madhurawada,17.787216,83.305636,"D.No 21, Main Road, Madhurawada, Visakhapatnam - 530009",530009,Residential,821,new_build,0.84,0.86,0.63,0.76,0.73,0.55,2022,2024,2024-08-10T03:00:00Z,underassessed,65680,"Lakshmi Kumar",mock/ward-2/GVMC-002-0021.json
GVMC-002-0022,2,Madhurawada,Madhurawada,17.763582,83.328063,"D.No 28, Market Road, Madhurawada, Visakhapatnam - 530009",530009,Commercial,326,change_of_use,0.86,0.76,0.75,0.78,0.55,0.5,2022,2024,2024-01-19T01:00:00Z,false_positive,13040,"Naveen Patnaik",mock/ward-2/GVMC-002-0022.json
GVMC-002-0023,2,Madhurawada,Madhurawada,17.805305,83.300915,"D.No 6-4, Cross Street, Madhurawada, Visakhapatnam - 530009",530009,Industrial,804,new_build,0.9,0.92,0.8,0.71,0.74,0.63,2022,2024,2024-11-11T01:00:00Z,pending,64320,"Prasad Kumar",mock/ward-2/GVMC-002-0023.json
GVMC-002-0024,2,Madhurawada,Madhurawada,17.791363,83.368173,"D.No 2-7, Main Road, Madhurawada, Visakhapatnam - 530009",530009,Residential,407,change_of_use,0.5,0.44,0.34,0.53,0.47,0.4,2022,2024,2024-11-26T04:00:00Z,pending,16280,"Kavitha Rao",mock/ward-2/GVMC-002-0024.json
GVMC-002-0025,2,Madhurawada,Madhurawada,17.814789,83.301845,"D.No 38, Main Road, Madhurawada, Visakhapatnam - 530009",530009,Residential,552,change_of_use,0.84,0.87,0.76,0.8,0.7,0.68,2022,2024,2024-02-05T02:00:00Z,verified,22080,"Rajesh Patnaik",mock/ward-2/GVMC-002-0025.json
GVMC-002-0026,2,Madhurawada,Madhurawada,17.778709,83.364125,"D.No 3, Main Road, Madhurawada, Visakhapatnam - 530009",530009,Residential,882,new_build,0.58,0.57,0.44,0.52,0.37,0.5,2022,2024,2024-03-13T05:00:00Z,pending,70560,"Divya Patnaik",mock/ward-2/GVMC-002-0026.json
GVMC-002-0027,2,Madhurawada,Madhurawada,17.80732,83.309658,"D.No 25, Market Road, Madhurawada, Visakhapatnam - 530009",530009,Residential,650,change_of_use,0.54,0.45,0.54,0.47,0.44,0.35,2022,2024,2024-12-03T02:00:00Z,underassessed,26000,"Ravi Chowdary",mock/ward-2/GVMC-002-0027.json
GVMC-002-0028,2,Madhurawada,Madhurawada,17.790987,83.300888,"D.No 5, Lane, Madhurawada, Visakhapatnam - 530009",530009,Commercial,516,new_build,0.82,0.7,0.6,0.7,0.6,0.64,2022,2024,2024-02-11T02:00:00Z,pending,41280,"Suresh Varma",mock/ward-2/GVMC-002-0028.json
GVMC-002-0029,2,Madhurawada,Madhurawada,17.79695,83.374727,"D.No 1, Temple Street, Madhurawada, Visakhapatnam - 530009",530009,Industrial,131,new_build,0.54,0.5,0.56,0.51,0.32,0.34,2022,2024,2024-11-28T04:00:00Z,pending,10480,"Lakshmi Varma",mock/ward-2/GVMC-002-0029.json
GVMC-002-0030,2,Madhurawada,Madhurawada,17.78002,83.360377,"D.No 44, Cross Street, Madhurawada, Visakhapatnam - 530009",530009,Residential,501,change_of_use,0.62,0.52,0.55,0.55,0.43,0.42,2022,2024,2024-10-05T02:00:00Z,pending,20040,"Padma Raju",mock/ward-2/GVMC-002-0030.json
GVMC-002-0031,2,Madhurawada,Madhurawada,17.801146,83.363963,"D.No 45-3, Ring Road Extension, Madhurawada, Visakhapatnam - 530009",530009,Commercial,609,change_of_use,0.53,0.48,0.49,0.43,0.36,0.35,2022,2024,2024-06-28T02:00:00Z,false_positive,24360,"Sunitha Patnaik",mock/ward-2/GVMC-002-0031.json
GVMC-002-0032,2,Madhurawada,Madhurawada,17.760495,83.327036,"D.No 11-2, Main Road, Madhurawada, Visakhapatnam - 530009",530009,Residential,433,change_of_use,0.42,0.43,0.32,0.33,0.26,0.18,2022,2024,2024-08-22T01:00:00Z,verified,17320,"Rajesh Raju",mock/ward-2/GVMC-002-0032.json
GVMC-002-0033,2,Madhurawada,Madhurawada,17.813153,83.320793,"D.No 6-8, Beach Road, Madhurawada, Visakhapatnam - 530009",530009,Residential,292,new_build,0.79,0.73,0.71,0.64,0.57,0.46,2022,2024,2024-06-17T01:00:00Z,underassessed,23360,"Rajesh Murthy",mock/ward-2/GVMC-002-0033.json
GVMC-002-0034,2,Madhurawada,Madhurawada,17.817832,83.336506,"D.No 24, Ring Road Extension, Madhurawada, Visakhapatnam - 530009",530009,Industrial,439,change_of_use,0.54,0.46,0.46,0.51,0.31,0.37,2022,2024,2024-04-03T04:00:00Z,underassessed,17560,"Naveen Patnaik",mock/ward-2/GVMC-002-0034.json
GVMC-002-0035,2,Madhurawada,Madhurawada,17.772039,83.30581,"D.No 1, Temple Street, Madhurawada, Visakhapatnam - 530009",530009,Residential,628,change_of_use,0.78,0.7,0.6,0.66,0.65,0.47,2022,2024,2024-12-23T03:00:00Z,pending,25120,"Ramesh Raju",mock/ward-2/GVMC-002-0035.json
GVMC-002-0036,2,Madhurawada,Madhurawada,17.761896,83.321704,"D.No 27, Nagar Road, Madhurawada, Visakhapatnam - 530009",530009,Vacant Land,437,new_build,0.84,0.83,0.81,0.83,0.54,0.54,2022,2024,2024-05-14T02:00:00Z,false_positive,34960,"Srinivas Rao",mock/ward-2/GVMC-002-0036.json
GVMC-002-0037,2,Madhurawada,Madhurawada,17.76153,83.331343,"D.No 1-7, Ring Road Extension, Madhurawada, Visakhapatnam - 530009",530009,Residential,839,new_build,0.62,0.58,0.53,0.55,0.38,0.52,2022,2024,2024-04-21T01:00:00Z,false_positive,67120,"Naveen Raju",mock/ward-2/GVMC-002-0037.json
GVMC-002-0038,2,Madhurawada,Madhurawada,17.765444,83.358262,"D.No 6-8, Nagar Road, Madhurawada, Visakhapatnam - 530009",530009,Residential,769,new_build,0.52,0.55,0.43,0.47,0.5,0.38,2022,2024,2024-07-07T02:00:00Z,verified,61520,"Prasad Rao",mock/ward-2/GVMC-002-0038.json
GVMC-002-0039,2,Madhurawada,Madhurawada,17.781844,83.312847,"D.No 26-3, Ring Road Extension, Madhurawada, Visakhapatnam - 530009",530009,Residential,200,new_build,0.71,0.74,0.61,0.65,0.63,0.48,2022,2024,2024-04-22T05:00:00Z,pending,16000,"Krishna Raju",mock/ward-2/GVMC-002-0039.json
GVMC-002-0040,2,Madhurawada,Madhurawada,17.761289,83.367048,"D.No 34, Temple Street, Madhurawada, Visakhapatnam - 530009",530009,Residential,380,change_of_use,0.82,0.78,0.71,0.72,0.68,0.65,2022,2024,2024-11-15T02:00:00Z,pending,15200,"Anitha Raju",mock/ward-2/GVMC-002-0040.json
GVMC-002-0041,2,Madhurawada,Madhurawada,17.767132,83.3286,"D.No 32, Lane, Madhurawada, Visakhapatnam - 530009",530009,Residential,744,new_build,0.83,0.74,0.66,0.71,0.69,0.63,2022,2024,2024-10-18T01:00:00Z,pending,59520,"Mahesh Chowdary",mock/ward-2/GVMC-002-0041.json
GVMC-002-0042,2,Madhurawada,Madhurawada,17.808025,83.342053,"D.No 40, Main Road, Madhurawada, Visakhapatnam - 530009",530009,Vacant Land,719,new_build,0.69,0.58,0.64,0.68,0.58,0.57,2022,2024,2024-01-21T04:00:00Z,verified,57520,"Srinivas Kumar",mock/ward-2/GVMC-002-0042.json
GVMC-002-0043,2,Madhurawada,Madhurawada,17.801073,83.36852,"D.No 18-6, Market Road, Madhurawada, Visakhapatnam - 530009",530009,Residential,792,new_build,0.46,0.48,0.42,0.37,0.33,0.37,2022,2024,2024-07-01T02:00:00Z,false_positive,63360,"Mahesh Reddy",mock/ward-2/GVMC-002-0043.json
GVMC-002-0044,2,Madhurawada,Madhurawada,17.767764,83.306897,"D.No 38-4, Main Road, Madhurawada, Visakhapatnam - 530009",530009,Residential,367,change_of_use,0.61,0.61,0.49,0.52,0.47,0.33,2022,2024,2024-04-25T01:00:00Z,pending,14680,"Mahesh Prasad",mock/ward-2/GVMC-002-0044.json
GVMC-002-0045,2,Madhurawada,Madhurawada,17.815135,83.331548,"D.No 16, Lane, Madhurawada, Visakhapatnam - 530009",530009,Residential,537,new_build,0.72,0.61,0.65,0.58,0.58,0.6,2022,2024,2024-10-02T01:00:00Z,pending,42960,"Padma Raju",mock/ward-2/GVMC-002-0045.json
GVMC-002-0046,2,Madhurawada,Madhurawada,17.780787,83.37999,"D.No 19, Cross Street, Madhurawada, Visakhapatnam - 530009",530009,Residential,188,new_build,0.65,0.6,0.58,0.61,0.59,0.35,2022,2024,2024-09-10T01:00:00Z,pending,15040,"Ravi Chowdary",mock/ward-2/GVMC-002-0046.json
GVMC-002-0047,2,Madhurawada,Madhurawada,17.792768,83.355381,"D.No 19-8, Colony Road, Madhurawada, Visakhapatnam - 530009",530009,Residential,386,change_of_use,0.87,0.83,0.64,0.77,0.69,0.67,2022,2024,2024-02-19T05:00:00Z,already_assessed,15440,"Swathi Rao",mock/ward-2/GVMC-002-0047.json
GVMC-002-0048,2,Madhurawada,Madhurawada,17.779289,83.374923,"D.No 3, Nagar Road, Madhurawada, Visakhapatnam - 530009",530009,Residential,513,new_build,0.45,0.49,0.33,0.36,0.37,0.21,2022,2024,2024-12-22T01:00:00Z,pending,41040,"Swathi Rao",mock/ward-2/GVMC-002-0048.json
GVMC-002-0049,2,Madhurawada,Madhurawada,17.807001,83.313359,"D.No 32, Lane, Madhurawada, Visakhapatnam - 530009",530009,Residential,350,new_build,0.57,0.6,0.57,0.47,0.44,0.44,2022,2024,2024-02-13T04:00:00Z,pending,28000,"Anil Devi",mock/ward-2/GVMC-002-0049.json
GVMC-002-0050,2,Madhurawada,Madhurawada,17.786846,83.367,"D.No 3, Lane, Madhurawada, Visakhapatnam - 530009",530009,Residential,608,new_build,0.56,0.56,0.41,0.52,0.46,0.5,2022,2024,2024-03-25T04:00:00Z,pending,48640,"Swathi Patnaik",mock/ward-2/GVMC-002-0050.json
GVMC-002-0051,2,Madhurawada,Madhurawada,17.779896,83.376266,"D.No 29, Temple Street, Madhurawada, Visakhapatnam - 530009",530009,Commercial,611,new_build,0.54,0.54,0.43,0.4,0.39,0.31,2022,2024,2024-12-23T05:00:00Z,pending,48880,"Haritha Devi",mock/ward-2/GVMC-002-0051.json
GVMC-002-0052,2,Madhurawada,Madhurawada,17.790322,83.375358,"D.No 2, Colony Road, Madhurawada, Visakhapatnam - 530009",530009,Commercial,298,new_build,0.83,0.83,0.67,0.67,0.59,0.67,2022,2024,2024-12-02T01:00:00Z,false_positive,23840,"Kavitha Raju",mock/ward-2/GVMC-002-0052.json
GVMC-002-0053,2,Madhurawada,Madhurawada,17.815722,83.310843,"D.No 8, Market Road, Madhurawada, Visakhapatnam - 530009",530009,Residential,942,new_build,0.63,0.64,0.55,0.53,0.42,0.36,2022,2024,2024-09-19T05:00:00Z,underassessed,75360,"Prasad Sarma",mock/ward-2/GVMC-002-0053.json
GVMC-002-0054,2,Madhurawada,Madhurawada,17.808913,83.36253,"D.No 16, Nagar Road, Madhurawada, Visakhapatnam - 530009",530009,Mixed Use,516,new_build,0.58,0.57,0.46,0.45,0.54,0.45,2022,2024,2024-08-25T03:00:00Z,pending,41280,"Ramesh Patnaik",mock/ward-2/GVMC-002-0054.json
GVMC-002-0055,2,Madhurawada,Madhurawada,17.798039,83.369211,"D.No 38, Colony Road, Madhurawada, Visakhapatnam - 530009",530009,Residential,312,change_of_use,0.93,0.82,0.81,0.75,0.66,0.7,2022,2024,2024-04-24T02:00:00Z,verified,12480,"Ravi Reddy",mock/ward-2/GVMC-002-0055.json
GVMC-002-0056,2,Madhurawada,Madhurawada,17.809082,83.310131,"D.No 12-5, Market Road, Madhurawada, Visakhapatnam - 530009",530009,Residential,131,change_of_use,0.81,0.74,0.69,0.64,0.69,0.63,2022,2024,2024-02-10T05:00:00Z,pending,5240,"Divya Murthy",mock/ward-2/GVMC-002-0056.json
GVMC-002-0057,2,Madhurawada,Madhurawada,17.79438,83.355223,"D.No 19, Nagar Road, Madhurawada, Visakhapatnam - 530009",530009,Residential,346,change_of_use,0.72,0.62,0.6,0.7,0.48,0.62,2022,2024,2024-09-19T01:00:00Z,verified,13840,"Anitha Patnaik",mock/ward-2/GVMC-002-0057.json
GVMC-002-0058,2,Madhurawada,Madhurawada,17.819217,83.32799,"D.No 2-1, Lane, Madhurawada, Visakhapatnam - 530009",530009,Residential,133,change_of_use,0.96,0.98,0.84,0.8,0.76,0.61,2022,2024,2024-04-08T05:00:00Z,verified,5320,"Kavitha Kumar",mock/ward-2/GVMC-002-0058.json
GVMC-002-0059,2,Madhurawada,Madhurawada,17.799786,83.338408,"D.No 34, Main Road, Madhurawada, Visakhapatnam - 530009",530009,Residential,552,change_of_use,0.92,0.86,0.86,0.79,0.65,0.74,2022,2024,2024-07-22T01:00:00Z,underassessed,22080,"Kavitha Chowdary",mock/ward-2/GVMC-002-0059.json
GVMC-002-0060,2,Madhurawada,Madhurawada,17.788927,83.303922,"D.No 22-5, Temple Street, Madhurawada, Visakhapatnam - 530009",530009,Residential,214,new_build,0.5,0.54,0.41,0.48,0.3,0.36,2022,2024,2024-10-14T02:00:00Z,pending,17120,"Padma Varma",mock/ward-2/GVMC-002-0060.json
GVMC-002-0061,2,Madhurawada,Madhurawada,17.765899,83.307733,"D.No 43-2, Market Road, Madhurawada, Visakhapatnam - 530009",530009,Residential,508,change_of_use,0.95,0.88,0.74,0.8,0.63,0.76,2022,2024,2024-06-13T01:00:00Z,pending,20320,"Suresh Rao",mock/ward-2/GVMC-002-0061.json
GVMC-002-0062,2,Madhurawada,Madhurawada,17.787615,83.351861,"D.No 4, Market Road, Madhurawada, Visakhapatnam - 530009",530009,Commercial,518,new_build,0.58,0.48,0.51,0.52,0.43,0.49,2022,2024,2024-06-20T05:00:00Z,already_assessed,41440,"Kavitha Reddy",mock/ward-2/GVMC-002-0062.json
GVMC-002-0063,2,Madhurawada,Madhurawada,17.782048,83.371777,"D.No 16, Main Road, Madhurawada, Visakhapatnam - 530009",530009,Residential,132,new_build,0.43,0.37,0.45,0.46,0.33,0.38,2022,2024,2024-04-04T05:00:00Z,underassessed,10560,"Prasad Prasad",mock/ward-2/GVMC-002-0063.json
GVMC-002-0064,2,Madhurawada,Madhurawada,17.811067,83.370054,"D.No 29, Beach Road, Madhurawada, Visakhapatnam - 530009",530009,Residential,424,new_build,0.9,0.84,0.77,0.81,0.74,0.75,2022,2024,2024-10-07T01:00:00Z,pending,33920,"Swathi Reddy",mock/ward-2/GVMC-002-0064.json
GVMC-003-0001,3,Asilmetta,Asilmetta,17.727562,83.297415,"D.No 12-5, Market Road, Asilmetta, Visakhapatnam - 530017",530017,Residential,795,new_build,0.9,0.93,0.67,0.75,0.77,0.6,2022,2024,2024-03-04T04:00:00Z,pending,63600,"Divya Murthy",mock/ward-3/GVMC-003-0001.json
GVMC-003-0002,3,Asilmetta,Asilmetta,17.7333,83.306626,"D.No 8, Beach Road, Asilmetta, Visakhapatnam - 530017",530017,Commercial,500,change_of_use,0.43,0.38,0.46,0.34,0.36,0.29,2022,2024,2024-02-11T01:00:00Z,pending,20000,"Padma Patnaik",mock/ward-3/GVMC-003-0002.json
GVMC-003-0003,3,Asilmetta,Asilmetta,17.744571,83.313539,"D.No 44, Colony Road, Asilmetta, Visakhapatnam - 530017",530017,Mixed Use,739,new_build,0.44,0.4,0.45,0.3,0.41,0.34,2022,2024,2024-05-17T01:00:00Z,pending,59120,"Sowjanya Rao",mock/ward-3/GVMC-003-0003.json
GVMC-003-0004,3,Asilmetta,Asilmetta,17.718028,83.301342,"D.No 8, Nagar Road, Asilmetta, Visakhapatnam - 530017",530017,Commercial,205,change_of_use,0.77,0.71,0.71,0.75,0.64,0.58,2022,2024,2024-08-24T05:00:00Z,false_positive,8200,"Anil Raju",mock/ward-3/GVMC-003-0004.json
GVMC-003-0005,3,Asilmetta,Asilmetta,17.709395,83.326507,"D.No 17-8, Nagar Road, Asilmetta, Visakhapatnam - 530017",530017,Residential,95,new_build,0.71,0.73,0.57,0.58,0.55,0.46,2022,2024,2024-04-10T03:00:00Z,pending,7600,"Naveen Chowdary",mock/ward-3/GVMC-003-0005.json
GVMC-003-0006,3,Asilmetta,Asilmetta,17.716073,83.290526,"D.No 41, Cross Street, Asilmetta, Visakhapatnam - 530017",530017,Residential,415,new_build,0.67,0.67,0.57,0.67,0.59,0.46,2022,2024,2024-09-18T01:00:00Z,verified,33200,"Anil Varma",mock/ward-3/GVMC-003-0006.json
GVMC-003-0007,3,Asilmetta,Asilmetta,17.738557,83.310938,"D.No 44, Beach Road, Asilmetta, Visakhapatnam - 530017",530017,Commercial,291,new_build,0.69,0.65,0.67,0.62,0.59,0.58,2022,2024,2024-02-02T04:00:00Z,pending,23280,"Haritha Kumar",mock/ward-3/GVMC-003-0007.json
GVMC-003-0008,3,Asilmetta,Asilmetta,17.729896,83.299551,"D.No 9-4, Cross Street, Asilmetta, Visakhapatnam - 530017",530017,Residential,99,change_of_use,0.65,0.63,0.57,0.52,0.48,0.53,2022,2024,2024-10-21T02:00:00Z,verified,3960,"Mahesh Prasad",mock/ward-3/GVMC-003-0008.json
GVMC-003-0009,3,Asilmetta,Asilmetta,17.705667,83.2951,"D.No 8, Temple Street, Asilmetta, Visakhapatnam - 530017",530017,Residential,542,change_of_use,0.87,0.86,0.65,0.85,0.67,0.62,2022,2024,2024-04-17T04:00:00Z,pending,21680,"Padma Patnaik",mock/ward-3/GVMC-003-0009.json
GVMC-003-0010,3,Asilmetta,Asilmetta,17.717894,83.329341,"D.No 33, Temple Street, Asilmetta, Visakhapatnam - 530017",530017,Mixed Use,108,change_of_use,0.56,0.47,0.57,0.51,0.41,0.32,2022,2024,2024-12-07T02:00:00Z,pending,4320,"Swathi Varma",mock/ward-3/GVMC-003-0010.json
GVMC-003-0011,3,Asilmetta,Asilmetta,17.711621,83.302806,"D.No 40-6, Lane, Asilmetta, Visakhapatnam - 530017",530017,Residential,674,new_build,0.63,0.6,0.47,0.56,0.56,0.46,2022,2024,2024-10-15T02:00:00Z,pending,53920,"Ravi Varma",mock/ward-3/GVMC-003-0011.json
GVMC-003-0012,3,Asilmetta,Asilmetta,17.7035,83.290852,"D.No 13, Ring Road Extension, Asilmetta, Visakhapatnam - 530017",530017,Residential,106,change_of_use,0.67,0.6,0.55,0.63,0.55,0.41,2022,2024,2024-01-21T05:00:00Z,verified,4240,"Anil Murthy",mock/ward-3/GVMC-003-0012.json
GVMC-003-0013,3,Asilmetta,Asilmetta,17.744972,83.293978,"D.No 5-3, Lane, Asilmetta, Visakhapatnam - 530017",530017,Commercial,76,change_of_use,0.9,0.8,0.68,0.73,0.69,0.62,2022,2024,2024-03-20T04:00:00Z,underassessed,3040,"Anil Kumar",mock/ward-3/GVMC-003-0013.json
GVMC-003-0014,3,Asilmetta,Asilmetta,17.733212,83.302419,"D.No 14-5, Main Road, Asilmetta, Visakhapatnam - 530017",530017,Residential,197,change_of_use,0.5,0.49,0.4,0.47,0.38,0.39,2022,2024,2024-10-07T01:00:00Z,pending,7880,"Padma Naidu",mock/ward-3/GVMC-003-0014.json
GVMC-003-0015,3,Asilmetta,Asilmetta,17.742527,83.303151,"D.No 43-5, Temple Street, Asilmetta, Visakhapatnam - 530017",530017,Residential,170,new_build,0.96,0.85,0.84,0.77,0.64,0.73,2022,2024,2024-12-22T05:00:00Z,verified,13600,"Prasad Devi",mock/ward-3/GVMC-003-0015.json
GVMC-003-0016,3,Asilmetta,Asilmetta,17.737497,83.314659,"D.No 33-5, Lane, Asilmetta, Visakhapatnam - 530017",530017,Residential,891,new_build,0.78,0.68,0.58,0.67,0.69,0.47,2022,2024,2024-05-15T02:00:00Z,verified,71280,"Sunitha Reddy",mock/ward-3/GVMC-003-0016.json
GVMC-003-0017,3,Asilmetta,Asilmetta,17.712922,83.313538,"D.No 40, Market Road, Asilmetta, Visakhapatnam - 530017",530017,Residential,332,change_of_use,0.63,0.61,0.61,0.47,0.43,0.55,2022,2024,2024-02-02T03:00:00Z,false_positive,13280,"Padma Chowdary",mock/ward-3/GVMC-003-0017.json
GVMC-003-0018,3,Asilmetta,Asilmetta,17.703392,83.316324,"D.No 20-2, Nagar Road, Asilmetta, Visakhapatnam - 530017",530017,Commercial,424,change_of_use,0.76,0.66,0.66,0.69,0.63,0.59,2022,2024,2024-05-08T02:00:00Z,verified,16960,"Venkata Patnaik",mock/ward-3/GVMC-003-0018.json
GVMC-003-0019,3,Asilmetta,Asilmetta,17.739673,83.292344,"D.No 18, Beach Road, Asilmetta, Visakhapatnam - 530017",530017,Residential,470,new_build,0.56,0.52,0.56,0.49,0.38,0.5,2022,2024,2024-02-02T01:00:00Z,verified,37600,"Anitha Murthy",mock/ward-3/GVMC-003-0019.json
GVMC-003-0020,3,Asilmetta,Asilmetta,17.712129,83.324104,"D.No 25, Lane, Asilmetta, Visakhapatnam - 530017",530017,Industrial,304,new_build,0.53,0.45,0.39,0.53,0.37,0.35,2022,2024,2024-04-06T04:00:00Z,verified,24320,"Ravi Naidu",mock/ward-3/GVMC-003-0020.json
GVMC-003-0021,3,Asilmetta,Asilmetta,17.7083,83.294207,"D.No 45, Colony Road, Asilmetta, Visakhapatnam - 530017",530017,Residential,154,new_build,0.75,0.77,0.58,0.62,0.67,0.45,2022,2024,2024-09-17T05:00:00Z,pending,12320,"Anitha Chowdary",mock/ward-3/GVMC-003-0021.json
GVMC-003-0022,3,Asilmetta,Asilmetta,17.74385,83.303318,"D.No 18, Nagar Road, Asilmetta, Visakhapatnam - 530017",530017,Commercial,696,new_build,0.85,0.87,0.77,0.71,0.64,0.53,2022,2024,2024-10-18T03:00:00Z,pending,55680,"Sunitha Reddy",mock/ward-3/GVMC-003-0022.json
GVMC-003-0023,3,Asilmetta,Asilmetta,17.744765,83.302932,"D.No 19, Market Road, Asilmetta, Visakhapatnam - 530017",530017,Residential,887,new_build,0.97,1,0.74,0.83,0.8,0.79,2022,2024,2024-04-15T05:00:00Z,verified,70960,"Mahesh Prasad",mock/ward-3/GVMC-003-0023.json
GVMC-003-0024,3,Asilmetta,Asilmetta,17.73925,83.292044,"D.No 7-5, Ring Road Extension, Asilmetta, Visakhapatnam - 530017",530017,Residential,614,change_of_use,0.76,0.7,0.58,0.67,0.62,0.43,2022,2024,2024-04-11T05:00:00Z,underassessed,24560,"Padma Prasad",mock/ward-3/GVMC-003-0024.json
GVMC-003-0025,3,Asilmetta,Asilmetta,17.741709,83.298864,"D.No 37-7, Lane, Asilmetta, Visakhapatnam - 530017",530017,Residential,543,new_build,0.75,0.79,0.66,0.67,0.56,0.63,2022,2024,2024-08-16T02:00:00Z,pending,43440,"Srinivas Murthy",mock/ward-3/GVMC-003-0025.json
GVMC-003-0026,3,Asilmetta,Asilmetta,17.741109,83.300407,"D.No 19-7, Market Road, Asilmetta, Visakhapatnam - 530017",530017,Residential,828,new_build,0.61,0.56,0.46,0.48,0.39,0.34,2022,2024,2024-06-01T05:00:00Z,pending,66240,"Kavitha Reddy",mock/ward-3/GVMC-003-0026.json
GVMC-003-0027,3,Asilmetta,Asilmetta,17.736256,83.290054,"D.No 45-7, Main Road, Asilmetta, Visakhapatnam - 530017",530017,Residential,227,new_build,0.48,0.51,0.5,0.34,0.41,0.39,2022,2024,2024-08-09T01:00:00Z,verified,18160,"Suresh Patnaik",mock/ward-3/GVMC-003-0027.json
GVMC-003-0028,3,Asilmetta,Asilmetta,17.722951,83.29325,"D.No 4, Ring Road Extension, Asilmetta, Visakhapatnam - 530017",530017,Commercial,432,new_build,0.65,0.58,0.64,0.64,0.59,0.56,2022,2024,2024-01-06T02:00:00Z,pending,34560,"Krishna Murthy",mock/ward-3/GVMC-003-0028.json
GVMC-003-0029,3,Asilmetta,Asilmetta,17.723719,83.303205,"D.No 12, Temple Street, Asilmetta, Visakhapatnam - 530017",530017,Residential,241,new_build,0.57,0.61,0.55,0.41,0.54,0.51,2022,2024,2024-04-26T03:00:00Z,false_positive,19280,"Anil Prasad",mock/ward-3/GVMC-003-0029.json
GVMC-003-0030,3,Asilmetta,Asilmetta,17.730656,83.318497,"D.No 35, Market Road, Asilmetta, Visakhapatnam - 530017",530017,Residential,603,change_of_use,0.91,0.87,0.82,0.75,0.6,0.65,2022,2024,2024-11-10T01:00:00Z,verified,24120,"Ramesh Raju",mock/ward-3/GVMC-003-0030.json
GVMC-003-0031,3,Asilmetta,Asilmetta,17.729111,83.315369,"D.No 14, Main Road, Asilmetta, Visakhapatnam - 530017",530017,Residential,853,new_build,0.9,0.88,0.84,0.82,0.75,0.71,2022,2024,2024-08-19T04:00:00Z,false_positive,68240,"Swathi Kumar",mock/ward-3/GVMC-003-0031.json
GVMC-003-0032,3,Asilmetta,Asilmetta,17.735942,83.324665,"D.No 28, Beach Road, Asilmetta, Visakhapatnam - 530017",530017,Residential,503,new_build,0.74,0.75,0.58,0.65,0.46,0.52,2022,2024,2024-02-14T05:00:00Z,verified,40240,"Divya Devi",mock/ward-3/GVMC-003-0032.json
GVMC-003-0033,3,Asilmetta,Asilmetta,17.709008,83.318013,"D.No 8, Lane, Asilmetta, Visakhapatnam - 530017",530017,Commercial,530,change_of_use,0.72,0.75,0.54,0.65,0.48,0.55,2022,2024,2024-08-28T01:00:00Z,underassessed,21200,"Suresh Raju",mock/ward-3/GVMC-003-0033.json
GVMC-003-0034,3,Asilmetta,Asilmetta,17.737407,83.323199,"D.No 42-5, Temple Street, Asilmetta, Visakhapatnam - 530017",530017,Residential,78,change_of_use,0.76,0.67,0.63,0.71,0.47,0.49,2022,2024,2024-06-20T01:00:00Z,pending,3120,"Venkata Rao",mock/ward-3/GVMC-003-0034.json
GVMC-003-0035,3,Asilmetta,Asilmetta,17.713845,83.291147,"D.No 32, Ring Road Extension, Asilmetta, Visakhapatnam - 530017",530017,Residential,492,change_of_use,0.75,0.67,0.59,0.68,0.53,0.52,2022,2024,2024-03-20T02:00:00Z,pending,19680,"Sowjanya Prasad",mock/ward-3/GVMC-003-0035.json
GVMC-003-0036,3,Asilmetta,Asilmetta,17.742822,83.311419,"D.No 39, Beach Road, Asilmetta, Visakhapatnam - 530017",530017,Residential,66,change_of_use,0.78,0.76,0.61,0.67,0.68,0.47,2022,2024,2024-05-11T01:00:00Z,pending,2640,"Ravi Murthy",mock/ward-3/GVMC-003-0036.json
GVMC-003-0037,3,Asilmetta,Asilmetta,17.735736,83.323869,"D.No 6, Temple Street, Asilmetta, Visakhapatnam - 530017",530017,Industrial,192,new_build,0.52,0.49,0.47,0.52,0.29,0.44,2022,2024,2024-02-19T05:00:00Z,false_positive,15360,"Naveen Devi",mock/ward-3/GVMC-003-0037.json
